trial_id,status,duration_s,cfg_chain_length,cfg_difficulty,cfg_keep_fraction,cfg_strategy,metric_answer_correct,metric_quality_cosine,metric_quality_mse,metric_tokens_kept,metric_tokens_removed,metric_tokens_removed_pct
reasoning_token_waste_t0319,completed,0.0002,500,medium,0.9,importance_sample,0.0,0.8840261101722717,0.0009060468291863799,450,50,9.999999999999998
reasoning_token_waste_t0320,completed,0.0005,500,medium,1.0,importance_sample,0.0,0.8844391107559204,0.0009028188069351017,500,0,0.0
reasoning_token_waste_t0321,completed,0.0001,50,hard,0.1,keep_first,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0322,completed,0.0001,50,hard,0.2,keep_first,1.0,0.9771307706832886,0.00017866617417894304,10,40,80.0
reasoning_token_waste_t0323,completed,0.0001,50,hard,0.3,keep_first,1.0,0.9852742552757263,0.0001150447060354054,15,35,70.0
reasoning_token_waste_t0324,completed,0.0002,50,hard,0.4,keep_first,1.0,0.9915291666984558,6.617872713832185e-05,20,30,60.0
reasoning_token_waste_t0325,completed,0.0002,50,hard,0.5,keep_first,1.0,0.9948495626449585,4.023767542093992e-05,25,25,50.0
reasoning_token_waste_t0326,completed,0.0001,50,hard,0.6,keep_first,1.0,0.9972496032714844,2.148749445041176e-05,30,20,40.0
reasoning_token_waste_t0327,completed,0.0001,50,hard,0.7,keep_first,1.0,0.9987034201622009,1.0130146620213054e-05,35,15,30.000000000000004
reasoning_token_waste_t0328,completed,0.0001,50,hard,0.8,keep_first,1.0,0.9995728731155396,3.337055204610806e-06,40,10,19.999999999999996
reasoning_token_waste_t0329,completed,0.0001,50,hard,0.9,keep_first,1.0,0.9974835515022278,1.9659959434648044e-05,45,5,9.999999999999998
reasoning_token_waste_t0330,completed,0.0001,50,hard,1.0,keep_first,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0331,completed,0.0001,50,hard,0.1,keep_last,0.0,0.04799938574433327,0.007437505759298801,5,45,90.0
reasoning_token_waste_t0332,completed,0.0001,50,hard,0.2,keep_last,0.0,0.6005409359931946,0.0031207744032144547,10,40,80.0
reasoning_token_waste_t0333,completed,0.0001,50,hard,0.3,keep_last,0.0,0.6008927822113037,0.003118024906143546,15,35,70.0
reasoning_token_waste_t0334,completed,0.0001,50,hard,0.4,keep_last,0.0,0.5628790855407715,0.0034150071442127228,20,30,60.0
reasoning_token_waste_t0335,completed,0.0001,50,hard,0.5,keep_last,0.0,0.5240280628204346,0.003718530759215355,25,25,50.0
reasoning_token_waste_t0336,completed,0.0001,50,hard,0.6,keep_last,0.0,0.5342215299606323,0.0036388947628438473,30,20,40.0
reasoning_token_waste_t0337,completed,0.0001,50,hard,0.7,keep_last,0.0,0.4792080521583557,0.004068687092512846,35,15,30.000000000000004
reasoning_token_waste_t0338,completed,0.0001,50,hard,0.8,keep_last,0.0,0.5074380040168762,0.003848141059279442,40,10,19.999999999999996
reasoning_token_waste_t0339,completed,0.0001,50,hard,0.9,keep_last,0.0,0.5334333777427673,0.0036450522020459175,45,5,9.999999999999998
reasoning_token_waste_t0340,completed,0.0001,50,hard,1.0,keep_last,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0341,completed,0.0001,50,hard,0.1,remove_middle,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0342,completed,0.0001,50,hard,0.2,remove_middle,0.0,0.9474680423736572,0.0004104063264094293,10,40,80.0
reasoning_token_waste_t0343,completed,0.0001,50,hard,0.3,remove_middle,0.0,0.9451123476028442,0.0004288101918064058,15,35,70.0
reasoning_token_waste_t0344,completed,0.0001,50,hard,0.4,remove_middle,0.0,0.9461647272109985,0.00042058818507939577,20,30,60.0
reasoning_token_waste_t0345,completed,0.0001,50,hard,0.5,remove_middle,0.0,0.9473245143890381,0.0004115274641662836,25,25,50.0
reasoning_token_waste_t0346,completed,0.0001,50,hard,0.6,remove_middle,0.0,0.9494411945343018,0.0003949908714275807,30,20,40.0
reasoning_token_waste_t0347,completed,0.0001,50,hard,0.7,remove_middle,1.0,0.9537246823310852,0.0003615260939113796,35,15,30.000000000000004
reasoning_token_waste_t0348,completed,0.0001,50,hard,0.8,remove_middle,1.0,0.9570918083190918,0.00033522056764923036,40,10,19.999999999999996
reasoning_token_waste_t0349,completed,0.0001,50,hard,0.9,remove_middle,1.0,0.9675977230072021,0.0002531434001866728,45,5,9.999999999999998
reasoning_token_waste_t0350,completed,0.0002,50,hard,1.0,remove_middle,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0351,completed,0.0002,50,hard,0.1,importance_sample,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0352,completed,0.0001,50,hard,0.2,importance_sample,1.0,0.9727380275726318,0.00021298446517903358,10,40,80.0
reasoning_token_waste_t0353,completed,0.0002,50,hard,0.3,importance_sample,1.0,0.9829222559928894,0.00013342010788619518,15,35,70.0
reasoning_token_waste_t0354,completed,0.0001,50,hard,0.4,importance_sample,1.0,0.9865496754646301,0.00010508057312108576,20,30,60.0
reasoning_token_waste_t0355,completed,0.0001,50,hard,0.5,importance_sample,1.0,0.9863895177841187,0.00010633207421051338,25,25,50.0
reasoning_token_waste_t0356,completed,0.0001,50,hard,0.6,importance_sample,1.0,0.987438440322876,9.813750511966646e-05,30,20,40.0
reasoning_token_waste_t0357,completed,0.0001,50,hard,0.7,importance_sample,1.0,0.9899319410324097,7.86568270996213e-05,35,15,30.000000000000004
reasoning_token_waste_t0358,completed,0.0001,50,hard,0.8,importance_sample,1.0,0.9918877482414246,6.337722879834473e-05,40,10,19.999999999999996
reasoning_token_waste_t0359,completed,0.0001,50,hard,0.9,importance_sample,1.0,0.9926086664199829,5.774472811026499e-05,45,5,9.999999999999998
reasoning_token_waste_t0360,completed,0.0001,50,hard,1.0,importance_sample,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0361,completed,0.0001,100,hard,0.1,keep_first,1.0,0.9732484817504883,0.00020899668743368238,10,90,90.0
reasoning_token_waste_t0362,completed,0.0001,100,hard,0.2,keep_first,1.0,0.9884735941886902,9.005015454022214e-05,20,80,80.0
reasoning_token_waste_t0363,completed,0.0001,100,hard,0.3,keep_first,1.0,0.9938299059867859,4.8203834012383595e-05,30,70,70.0
reasoning_token_waste_t0364,completed,0.0001,100,hard,0.4,keep_first,1.0,0.9958328008651733,3.255595947848633e-05,40,60,60.0
reasoning_token_waste_t0365,completed,0.0001,100,hard,0.5,keep_first,1.0,0.9971529245376587,2.2243071725824848e-05,50,50,50.0
reasoning_token_waste_t0366,completed,0.0001,100,hard,0.6,keep_first,1.0,0.9983900189399719,1.2577873349073343e-05,60,40,40.0
reasoning_token_waste_t0367,completed,0.0001,100,hard,0.7,keep_first,1.0,0.9992032051086426,6.225379365787376e-06,70,30,30.000000000000004
reasoning_token_waste_t0368,completed,0.0001,100,hard,0.8,keep_first,1.0,0.9997771978378296,1.7408428902854212e-06,80,20,19.999999999999996
reasoning_token_waste_t0369,completed,0.0001,100,hard,0.9,keep_first,1.0,0.9960618019104004,3.076698340009898e-05,90,10,9.999999999999998
reasoning_token_waste_t0370,completed,0.0001,100,hard,1.0,keep_first,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0371,completed,0.0001,100,hard,0.1,keep_last,0.0,0.01239217258989811,0.0077156852930784225,10,90,90.0
reasoning_token_waste_t0372,completed,0.0001,100,hard,0.2,keep_last,0.0,0.5208544731140137,0.003743324428796768,20,80,80.0
reasoning_token_waste_t0373,completed,0.0001,100,hard,0.3,keep_last,0.0,0.5347844362258911,0.0036344968248158693,30,70,70.0
reasoning_token_waste_t0374,completed,0.0001,100,hard,0.4,keep_last,0.0,0.5281132459640503,0.0036866150330752134,40,60,60.0
reasoning_token_waste_t0375,completed,0.0001,100,hard,0.5,keep_last,0.0,0.5273052453994751,0.003692927537485957,50,50,50.0
reasoning_token_waste_t0376,completed,0.0001,100,hard,0.6,keep_last,0.0,0.5225156545639038,0.003730345983058214,60,40,40.0
reasoning_token_waste_t0377,completed,0.0001,100,hard,0.7,keep_last,0.0,0.5224658250808716,0.0037307359743863344,70,30,30.000000000000004
reasoning_token_waste_t0378,completed,0.0001,100,hard,0.8,keep_last,0.0,0.5178974270820618,0.0037664268165826797,80,20,19.999999999999996
reasoning_token_waste_t0379,completed,0.0001,100,hard,0.9,keep_last,0.0,0.4925310015678406,0.0039646015502512455,90,10,9.999999999999998
reasoning_token_waste_t0380,completed,0.0001,100,hard,1.0,keep_last,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0381,completed,0.0002,100,hard,0.1,remove_middle,1.0,0.9732484817504883,0.00020899668743368238,10,90,90.0
reasoning_token_waste_t0382,completed,0.0001,100,hard,0.2,remove_middle,1.0,0.9680078029632568,0.0002499386901035905,20,80,80.0
reasoning_token_waste_t0383,completed,0.0001,100,hard,0.3,remove_middle,1.0,0.9649023413658142,0.0002742010401561856,30,70,70.0
reasoning_token_waste_t0384,completed,0.0001,100,hard,0.4,remove_middle,1.0,0.9658259749412537,0.0002669848909135908,40,60,60.0
reasoning_token_waste_t0385,completed,0.0001,100,hard,0.5,remove_middle,1.0,0.9658845663070679,0.00026652688393369317,50,50,50.0
reasoning_token_waste_t0386,completed,0.0001,100,hard,0.6,remove_middle,1.0,0.9676398038864136,0.0002528144686948508,60,40,40.0
reasoning_token_waste_t0387,completed,0.0001,100,hard,0.7,remove_middle,1.0,0.9690670967102051,0.0002416629286017269,70,30,30.000000000000004
reasoning_token_waste_t0388,completed,0.0001,100,hard,0.8,remove_middle,1.0,0.9719456434249878,0.0002191747771576047,80,20,19.999999999999996
reasoning_token_waste_t0389,completed,0.0001,100,hard,0.9,remove_middle,1.0,0.9774635434150696,0.0001760666782502085,90,10,9.999999999999998
reasoning_token_waste_t0390,completed,0.0002,100,hard,1.0,remove_middle,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0391,completed,0.0001,100,hard,0.1,importance_sample,1.0,0.9703032970428467,0.00023200493887998164,10,90,90.0
reasoning_token_waste_t0392,completed,0.0001,100,hard,0.2,importance_sample,1.0,0.9838026165962219,0.00012654215970542282,20,80,80.0
reasoning_token_waste_t0393,completed,0.0001,100,hard,0.3,importance_sample,1.0,0.9810191988945007,0.0001482877560192719,30,70,70.0
reasoning_token_waste_t0394,completed,0.0002,100,hard,0.4,importance_sample,1.0,0.9806053042411804,0.00015152027481235564,40,60,60.0
reasoning_token_waste_t0395,completed,0.0002,100,hard,0.5,importance_sample,1.0,0.9852174520492554,0.0001154886485892348,50,50,50.0
reasoning_token_waste_t0396,completed,0.0001,100,hard,0.6,importance_sample,1.0,0.9868308305740356,0.00010288384510204196,60,40,40.0
reasoning_token_waste_t0397,completed,0.0001,100,hard,0.7,importance_sample,1.0,0.9882345199584961,9.191742719849572e-05,70,30,30.000000000000004
reasoning_token_waste_t0398,completed,0.0001,100,hard,0.8,importance_sample,1.0,0.9890819787979126,8.529689512215555e-05,80,20,19.999999999999996
reasoning_token_waste_t0399,completed,0.0002,100,hard,0.9,importance_sample,1.0,0.9898870587348938,7.900744094513357e-05,90,10,9.999999999999998
reasoning_token_waste_t0400,completed,0.0001,100,hard,1.0,importance_sample,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0401,completed,0.0001,200,hard,0.1,keep_first,1.0,0.9865680932998657,0.00010493674199096859,20,180,90.0
reasoning_token_waste_t0402,completed,0.0001,200,hard,0.2,keep_first,1.0,0.9936062693595886,4.9951093387790024e-05,40,160,80.0
reasoning_token_waste_t0403,completed,0.0001,200,hard,0.3,keep_first,1.0,0.9964795112609863,2.7504505851538852e-05,60,140,70.0
reasoning_token_waste_t0404,completed,0.0002,200,hard,0.4,keep_first,1.0,0.9980370402336121,1.533606155135203e-05,80,120,60.0
reasoning_token_waste_t0405,completed,0.0002,200,hard,0.5,keep_first,1.0,0.9987025856971741,1.0136381206393708e-05,100,100,50.0
reasoning_token_waste_t0406,completed,0.0001,200,hard,0.6,keep_first,1.0,0.9993165135383606,5.341027190297609e-06,120,80,40.0
reasoning_token_waste_t0407,completed,0.0001,200,hard,0.7,keep_first,1.0,0.9996531009674072,2.71056546807813e-06,140,60,30.000000000000004
reasoning_token_waste_t0408,completed,0.0001,200,hard,0.8,keep_first,1.0,0.9998753070831299,9.74097474681912e-07,160,40,19.999999999999996
reasoning_token_waste_t0409,completed,0.0001,200,hard,0.9,keep_first,1.0,0.9925307631492615,5.835438787471503e-05,180,20,9.999999999999998
reasoning_token_waste_t0410,completed,0.0002,200,hard,1.0,keep_first,1.0,0.9780356884002686,0.000171596635482274,200,0,0.0
reasoning_token_waste_t0411,completed,0.0001,200,hard,0.1,keep_last,0.0,-0.03471026569604874,0.008083674125373363,20,180,90.0
reasoning_token_waste_t0412,completed,0.0001,200,hard,0.2,keep_last,0.0,0.3971877992153168,0.004709471017122269,40,160,80.0
reasoning_token_waste_t0413,completed,0.0001,200,hard,0.3,keep_last,0.0,0.4051585793495178,0.004647198598831892,60,140,70.0
reasoning_token_waste_t0414,completed,0.0001,200,hard,0.4,keep_last,0.0,0.4106656312942505,0.004604175221174955,80,120,60.0
reasoning_token_waste_t0415,completed,0.0001,200,hard,0.5,keep_last,0.0,0.4076206088066101,0.0046279639936983585,100,100,50.0
reasoning_token_waste_t0416,completed,0.0002,200,hard,0.6,keep_last,0.0,0.40621888637542725,0.004638914950191975,120,80,40.0
reasoning_token_waste_t0417,completed,0.0001,200,hard,0.7,keep_last,0.0,0.42173129320144653,0.004517724737524986,140,60,30.000000000000004
reasoning_token_waste_t0418,completed,0.0002,200,hard,0.8,keep_last,0.0,0.4221622049808502,0.004514358006417751,160,40,19.999999999999996
reasoning_token_waste_t0419,completed,0.0001,200,hard,0.9,keep_last,0.0,0.44577017426490784,0.004329920280724764,180,20,9.999999999999998
reasoning_token_waste_t0420,completed,0.0001,200,hard,1.0,keep_last,1.0,0.9780356884002686,0.000171596635482274,200,0,0.0
reasoning_token_waste_t0421,completed,0.0001,200,hard,0.1,remove_middle,1.0,0.9865680932998657,0.00010493674199096859,20,180,90.0
reasoning_token_waste_t0422,completed,0.0001,200,hard,0.2,remove_middle,1.0,0.9679369330406189,0.0002504933800082654,40,160,80.0
reasoning_token_waste_t0423,completed,0.0001,200,hard,0.3,remove_middle,1.0,0.9630975127220154,0.00028830167138949037,60,140,70.0
reasoning_token_waste_t0424,completed,0.0001,200,hard,0.4,remove_middle,1.0,0.9640687108039856,0.00028071377892047167,80,120,60.0
reasoning_token_waste_t0425,completed,0.0001,200,hard,0.5,remove_middle,1.0,0.9646007418632507,0.00027655623853206635,100,100,50.0
reasoning_token_waste_t0426,completed,0.0001,200,hard,0.6,remove_middle,1.0,0.964796781539917,0.0002750261628534645,120,80,40.0
reasoning_token_waste_t0427,completed,0.0002,200,hard,0.7,remove_middle,1.0,0.9654824733734131,0.00026966846780851483,140,60,30.000000000000004
reasoning_token_waste_t0428,completed,0.0002,200,hard,0.8,remove_middle,1.0,0.9667990207672119,0.00025938308681361377,160,40,19.999999999999996
reasoning_token_waste_t0429,completed,0.0002,200,hard,0.9,remove_middle,1.0,0.9690777063369751,0.0002415810158709064,180,20,9.999999999999998
reasoning_token_waste_t0430,completed,0.0002,200,hard,1.0,remove_middle,1.0,0.9780356884002686,0.000171596635482274,200,0,0.0
reasoning_token_waste_t0431,completed,0.0002,200,hard,0.1,importance_sample,1.0,0.9816536903381348,0.0001433306752005592,20,180,90.0
reasoning_token_waste_t0432,completed,0.0002,200,hard,0.2,importance_sample,1.0,0.9708601236343384,0.00022765551693737507,40,160,80.0
reasoning_token_waste_t0433,completed,0.0002,200,hard,0.3,importance_sample,1.0,0.9691860675811768,0.00024073428357951343,60,140,70.0
reasoning_token_waste_t0434,completed,0.0003,200,hard,0.4,importance_sample,1.0,0.9723416566848755,0.00021608106908388436,80,120,60.0
reasoning_token_waste_t0435,completed,0.0002,200,hard,0.5,importance_sample,1.0,0.97543865442276,0.00019188650185242295,100,100,50.0
reasoning_token_waste_t0436,completed,0.0002,200,hard,0.6,importance_sample,1.0,0.9760865569114685,0.00018682368681766093,120,80,40.0
reasoning_token_waste_t0437,completed,0.0002,200,hard,0.7,importance_sample,1.0,0.9768326282501221,0.00018099485896527767,140,60,30.000000000000004
reasoning_token_waste_t0438,completed,0.0002,200,hard,0.8,importance_sample,1.0,0.9767668843269348,0.00018150907999370247,160,40,19.999999999999996
reasoning_token_waste_t0439,completed,0.0002,200,hard,0.9,importance_sample,1.0,0.9777989387512207,0.0001734472461976111,180,20,9.999999999999998
reasoning_token_waste_t0440,completed,0.0002,200,hard,1.0,importance_sample,1.0,0.9780356884002686,0.000171596635482274,200,0,0.0
reasoning_token_waste_t0441,completed,0.0001,500,hard,0.1,keep_first,1.0,0.9942763447761536,4.471554348128848e-05,50,450,90.0
reasoning_token_waste_t0442,completed,0.0001,500,hard,0.2,keep_first,1.0,0.9975543022155762,1.910659011628013e-05,100,400,80.0
reasoning_token_waste_t0443,completed,0.0001,500,hard,0.3,keep_first,1.0,0.9986764788627625,1.0340694643673487e-05,150,350,70.0
reasoning_token_waste_t0444,completed,0.0001,500,hard,0.4,keep_first,1.0,0.999098539352417,7.043228379188804e-06,200,300,60.0
reasoning_token_waste_t0445,completed,0.0002,500,hard,0.5,keep_first,1.0,0.9994604587554932,4.215590251988033e-06,250,250,50.0
reasoning_token_waste_t0446,completed,0.0002,500,hard,0.6,keep_first,1.0,0.9996615648269653,2.644352889547008e-06,300,200,40.0
reasoning_token_waste_t0447,completed,0.0001,500,hard,0.7,keep_first,1.0,0.9998210668563843,1.397954861204198e-06,350,150,30.000000000000004
reasoning_token_waste_t0448,completed,0.0001,500,hard,0.8,keep_first,1.0,0.9999496936798096,3.941622708225623e-07,400,100,19.999999999999996
reasoning_token_waste_t0449,completed,0.0001,500,hard,0.9,keep_first,1.0,0.9856102466583252,0.00011241961328778416,450,50,9.999999999999998
reasoning_token_waste_t0450,completed,0.0001,500,hard,1.0,keep_first,1.0,0.9540966749191284,0.0003586204256862402,500,0,0.0
reasoning_token_waste_t0451,completed,0.0002,500,hard,0.1,keep_last,0.0,-0.022372763603925705,0.007987286895513535,50,450,90.0
reasoning_token_waste_t0452,completed,0.0001,500,hard,0.2,keep_last,0.0,0.275433212518692,0.005660678260028362,100,400,80.0
reasoning_token_waste_t0453,completed,0.0001,500,hard,0.3,keep_last,0.0,0.2779037356376648,0.005641377065330744,150,350,70.0
reasoning_token_waste_t0454,completed,0.0001,500,hard,0.4,keep_last,0.0,0.28188034892082214,0.005610310006886721,200,300,60.0
reasoning_token_waste_t0455,completed,0.0002,500,hard,0.5,keep_last,0.0,0.28510648012161255,0.005585105624049902,250,250,50.0
reasoning_token_waste_t0456,completed,0.0001,500,hard,0.6,keep_last,0.0,0.29027631878852844,0.005544716492295265,300,200,40.0
reasoning_token_waste_t0457,completed,0.0003,500,hard,0.7,keep_last,0.0,0.28763043880462646,0.005565387196838856,350,150,30.000000000000004
reasoning_token_waste_t0458,completed,0.0001,500,hard,0.8,keep_last,0.0,0.2977302670478821,0.005486481823027134,400,100,19.999999999999996
reasoning_token_waste_t0459,completed,0.0001,500,hard,0.9,keep_last,0.0,0.3181415796279907,0.005327018443495035,450,50,9.999999999999998
reasoning_token_waste_t0460,completed,0.0001,500,hard,1.0,keep_last,1.0,0.9540966749191284,0.0003586204256862402,500,0,0.0
reasoning_token_waste_t0461,completed,0.0001,500,hard,0.1,remove_middle,1.0,0.9942763447761536,4.471554348128848e-05,50,450,90.0
reasoning_token_waste_t0462,completed,0.0001,500,hard,0.2,remove_middle,1.0,0.9575614333152771,0.0003315509238746017,100,400,80.0
reasoning_token_waste_t0463,completed,0.0001,500,hard,0.3,remove_middle,0.0,0.948060154914856,0.00040577995241619647,150,350,70.0
reasoning_token_waste_t0464,completed,0.0001,500,hard,0.4,remove_middle,0.0,0.9479972124099731,0.0004062720690853894,200,300,60.0
reasoning_token_waste_t0465,completed,0.0001,500,hard,0.5,remove_middle,0.0,0.9481123089790344,0.0004053728480357677,250,250,50.0
reasoning_token_waste_t0466,completed,0.0001,500,hard,0.6,remove_middle,0.0,0.9486532211303711,0.00040114729199558496,300,200,40.0
reasoning_token_waste_t0467,completed,0.0001,500,hard,0.7,remove_middle,0.0,0.9491418600082397,0.00039732916047796607,350,150,30.000000000000004
reasoning_token_waste_t0468,completed,0.0001,500,hard,0.8,remove_middle,0.0,0.9485701322555542,0.00040179607458412647,400,100,19.999999999999996
reasoning_token_waste_t0469,completed,0.0001,500,hard,0.9,remove_middle,0.0,0.9499644637107849,0.0003909024235326797,450,50,9.999999999999998
reasoning_token_waste_t0470,completed,0.0002,500,hard,1.0,remove_middle,1.0,0.9540966749191284,0.0003586204256862402,500,0,0.0
reasoning_token_waste_t0471,completed,0.0002,500,hard,0.1,importance_sample,1.0,0.9677562117576599,0.00025190506130456924,50,450,90.0
reasoning_token_waste_t0472,completed,0.0002,500,hard,0.2,importance_sample,0.0,0.9411460161209106,0.00045979750575497746,100,400,80.0
reasoning_token_waste_t0473,completed,0.0003,500,hard,0.3,importance_sample,1.0,0.951714813709259,0.00037722723209299147,150,350,70.0
reasoning_token_waste_t0474,completed,0.0002,500,hard,0.4,importance_sample,1.0,0.9526039958000183,0.0003702818648889661,200,300,60.0
reasoning_token_waste_t0475,completed,0.0002,500,hard,0.5,importance_sample,1.0,0.952643096446991,0.00036997589631937444,250,250,50.0
reasoning_token_waste_t0476,completed,0.0002,500,hard,0.6,importance_sample,1.0,0.9532607793807983,0.0003651508886832744,300,200,40.0
reasoning_token_waste_t0477,completed,0.0002,500,hard,0.7,importance_sample,1.0,0.9540369510650635,0.00035908620338886976,350,150,30.000000000000004
reasoning_token_waste_t0478,completed,0.0002,500,hard,0.8,importance_sample,1.0,0.9542121291160583,0.0003577174502424896,400,100,19.999999999999996
reasoning_token_waste_t0479,completed,0.0002,500,hard,0.9,importance_sample,1.0,0.9540708065032959,0.0003588213585317135,450,50,9.999999999999998
reasoning_token_waste_t0480,completed,0.0003,500,hard,1.0,importance_sample,1.0,0.9540966749191284,0.0003586204256862402,500,0,0.0
